A1,A2,A3,A4,A5,A6,A7,A8,A9,A10,A11,B1,B2,B3,B4,B5,B6,B7,B8,B9,B10,B11,C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,C11,D1,D2,D3,D4,D5,D6,D7,D8,D9,D10,D11,E1,E2,E3,E4,E5,E6,E7,E8,E9,E10,E11,F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,G1,G2,G3,G4,G5,G6,G7,G8,G9,G10,G11,H1,H2,H3,H4,H5,H6,H7,H8,H9,H10,H11,I1,I2,I3,I4,I5,I6,I7,I8,I9,I10,I11,J1,J2,J3,J4,J5,J6,J7,J8,J9,J10,J11,K1,K2,K3,K4,K5,K6,K7,K8,K9,K10,K11,L1,L2,L3,L4,L5,L6,L7,L8,L9,L10,L11,M1,M2,M3,M4,M5,M6,M7,M8,M9,M10,M11,N1,N2,N3,N4,N5,N6,N7,N8,N9,N10,N11,O1,O2,O3,O4,O5,O6,O7,O8,O9,O10,O11,Kelas
0,0,0,1,0,0,0,0,0,0,0,0,0,33,38,0,0,0,0,0,0,0,0,0,29,20,0,0,0,0,0,0,0,0,0,24,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,29,0,0,0,0,0,0,0,0,0,19,16,0,0,0,0,0,0,0,0,0,10,12,0,0,0,0,0,0,0,0,0,34,13,0,0,0,0,0,0,0,0,0,5,9,0,0,0,0,0,0,0,0,0,2,20,0,0,0,0,0,0,0,0,0,6,19,0,0,0,0,0,0,0,0,0,36,37,0,0,0,0,0,0,0,0,0,14,1,0,0,0,0,0,0,0,2
0,0,0,9,0,0,0,0,0,0,0,0,0,36,24,0,0,0,0,0,0,0,0,0,28,32,0,0,0,0,0,0,0,0,0,20,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,16,0,0,0,0,0,0,0,0,0,11,13,0,0,0,0,0,0,0,0,0,18,13,0,0,0,0,0,0,0,0,0,31,15,0,0,0,0,0,0,0,0,0,19,7,0,0,0,0,0,0,0,0,0,16,9,0,0,0,0,0,0,0,0,0,19,9,0,0,0,0,0,0,0,0,0,28,34,0,0,0,0,0,0,0,0,0,1,6,0,0,0,0,0,0,0,2
0,0,0,14,0,0,0,0,0,0,0,0,0,33,27,0,0,0,0,0,0,0,0,0,40,27,0,0,0,0,0,0,0,0,0,33,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,12,0,0,0,0,0,0,0,0,0,17,12,0,0,0,0,0,0,0,0,0,20,19,0,0,0,0,0,0,0,0,0,57,13,0,0,0,0,0,0,0,0,0,13,12,0,0,0,0,0,0,0,0,0,11,18,0,0,0,0,0,0,0,0,0,17,3,0,0,0,0,0,0,0,0,0,38,28,0,0,0,0,0,0,0,0,0,19,10,0,0,0,0,0,0,0,2
0,0,0,7,0,0,0,0,0,0,0,0,0,33,33,0,0,0,0,0,0,0,0,0,22,32,0,0,0,0,0,0,0,0,0,36,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,14,0,0,0,0,0,0,0,0,0,14,11,0,0,0,0,0,0,0,0,0,19,13,0,0,0,0,0,0,0,0,0,54,18,0,0,0,0,0,0,0,0,0,11,3,0,0,0,0,0,0,0,0,0,7,5,0,0,0,0,0,0,0,0,0,7,16,0,0,0,0,0,0,0,0,0,20,32,0,0,0,0,0,0,0,0,0,6,20,0,0,0,0,0,0,0,2
0,0,0,8,0,0,0,0,0,0,0,0,0,21,26,0,0,0,0,0,0,0,0,0,21,30,0,0,0,0,0,0,0,0,0,22,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,34,0,0,0,0,0,0,0,0,0,10,17,0,0,0,0,0,0,0,0,0,19,14,0,0,0,0,0,0,0,0,0,40,7,0,0,0,0,0,0,0,0,0,10,4,0,0,0,0,0,0,0,0,0,13,2,0,0,0,0,0,0,0,0,0,1,10,0,0,0,0,0,0,0,0,0,39,12,0,0,0,0,0,0,0,0,0,12,19,0,0,0,0,0,0,0,2
0,0,0,2,0,0,0,0,0,0,0,0,0,28,27,0,0,0,0,0,0,0,0,0,20,39,0,0,0,0,0,0,0,0,0,30,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,13,0,0,0,0,0,0,0,0,0,14,16,0,0,0,0,0,0,0,0,0,16,14,0,0,0,0,0,0,0,0,0,39,11,0,0,0,0,0,0,0,0,0,4,5,0,0,0,0,0,0,0,0,0,9,9,0,0,0,0,0,0,0,0,0,19,6,0,0,0,0,0,0,0,0,0,30,12,0,0,0,0,0,0,0,0,0,3,16,0,0,0,0,0,0,0,2
0,0,0,11,0,0,0,0,0,0,0,0,0,24,31,0,0,0,0,0,0,0,0,0,25,32,0,0,0,0,0,0,0,0,0,22,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,30,0,0,0,0,0,0,0,0,0,10,15,0,0,0,0,0,0,0,0,0,13,18,0,0,0,0,0,0,0,0,0,39,10,0,0,0,0,0,0,0,0,0,8,3,0,0,0,0,0,0,0,0,0,19,12,0,0,0,0,0,0,0,0,0,2,16,0,0,0,0,0,0,0,0,0,31,24,0,0,0,0,0,0,0,0,0,16,3,0,0,0,0,0,0,0,2
0,0,0,7,0,0,0,0,0,0,0,0,0,22,26,0,0,0,0,0,0,0,0,0,24,31,0,0,0,0,0,0,0,0,0,34,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,23,0,0,0,0,0,0,0,0,0,18,16,0,0,0,0,0,0,0,0,0,13,19,0,0,0,0,0,0,0,0,0,42,5,0,0,0,0,0,0,0,0,0,8,8,0,0,0,0,0,0,0,0,0,6,17,0,0,0,0,0,0,0,0,0,17,2,0,0,0,0,0,0,0,0,0,26,35,0,0,0,0,0,0,0,0,0,6,4,0,0,0,0,0,0,0,2
0,0,0,18,0,0,0,0,0,0,0,0,0,24,35,0,0,0,0,0,0,0,0,0,26,31,0,0,0,0,0,0,0,0,0,20,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,25,0,0,0,0,0,0,0,0,0,18,15,0,0,0,0,0,0,0,0,0,18,17,0,0,0,0,0,0,0,0,0,34,10,0,0,0,0,0,0,0,0,0,16,2,0,0,0,0,0,0,0,0,0,13,8,0,0,0,0,0,0,0,0,0,9,15,0,0,0,0,0,0,0,0,0,30,15,0,0,0,0,0,0,0,0,0,17,12,0,0,0,0,0,0,0,2
0,0,0,7,0,0,0,0,0,0,0,0,0,25,30,0,0,0,0,0,0,0,0,0,28,24,0,0,0,0,0,0,0,0,0,24,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,38,0,0,0,0,0,0,0,0,0,10,11,0,0,0,0,0,0,0,0,0,13,11,0,0,0,0,0,0,0,0,0,36,2,0,0,0,0,0,0,0,0,0,17,4,0,0,0,0,0,0,0,0,0,9,14,0,0,0,0,0,0,0,0,0,11,14,0,0,0,0,0,0,0,0,0,38,39,0,0,0,0,0,0,0,0,0,12,8,0,0,0,0,0,0,0,2
0,0,0,3,0,0,0,0,0,0,0,0,0,23,32,0,0,0,0,0,0,0,0,0,40,27,0,0,0,0,0,0,0,0,0,26,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,29,0,0,0,0,0,0,0,0,0,13,19,0,0,0,0,0,0,0,0,0,12,15,0,0,0,0,0,0,0,0,0,31,2,0,0,0,0,0,0,0,0,0,20,12,0,0,0,0,0,0,0,0,0,19,4,0,0,0,0,0,0,0,0,0,7,7,0,0,0,0,0,0,0,0,0,28,25,0,0,0,0,0,0,0,0,0,18,16,0,0,0,0,0,0,0,2
0,0,0,8,0,0,0,0,0,0,0,0,0,36,24,0,0,0,0,0,0,0,0,0,38,37,0,0,0,0,0,0,0,0,0,32,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,35,0,0,0,0,0,0,0,0,0,11,20,0,0,0,0,0,0,0,0,0,20,14,0,0,0,0,0,0,0,0,0,31,7,0,0,0,0,0,0,0,0,0,17,10,0,0,0,0,0,0,0,0,0,20,19,0,0,0,0,0,0,0,0,0,15,16,0,0,0,0,0,0,0,0,0,24,11,0,0,0,0,0,0,0,0,0,6,20,0,0,0,0,0,0,0,2
0,0,0,16,0,0,0,0,0,0,0,0,0,33,31,0,0,0,0,0,0,0,0,0,25,23,0,0,0,0,0,0,0,0,0,37,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,40,0,0,0,0,0,0,0,0,0,16,13,0,0,0,0,0,0,0,0,0,11,10,0,0,0,0,0,0,0,0,0,43,18,0,0,0,0,0,0,0,0,0,12,11,0,0,0,0,0,0,0,0,0,3,7,0,0,0,0,0,0,0,0,0,3,15,0,0,0,0,0,0,0,0,0,34,18,0,0,0,0,0,0,0,0,0,5,20,0,0,0,0,0,0,0,2
0,0,0,8,0,0,0,0,0,0,0,0,0,33,23,0,0,0,0,0,0,0,0,0,36,38,0,0,0,0,0,0,0,0,0,38,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,14,0,0,0,0,0,0,0,0,0,12,16,0,0,0,0,0,0,0,0,0,18,17,0,0,0,0,0,0,0,0,0,35,15,0,0,0,0,0,0,0,0,0,11,8,0,0,0,0,0,0,0,0,0,8,19,0,0,0,0,0,0,0,0,0,16,12,0,0,0,0,0,0,0,0,0,21,19,0,0,0,0,0,0,0,0,0,9,15,0,0,0,0,0,0,0,2
0,0,0,19,0,0,0,0,0,0,0,0,0,23,40,0,0,0,0,0,0,0,0,0,23,31,0,0,0,0,0,0,0,0,0,25,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,39,0,0,0,0,0,0,0,0,0,11,20,0,0,0,0,0,0,0,0,0,12,18,0,0,0,0,0,0,0,0,0,49,10,0,0,0,0,0,0,0,0,0,4,14,0,0,0,0,0,0,0,0,0,4,17,0,0,0,0,0,0,0,0,0,12,11,0,0,0,0,0,0,0,0,0,32,12,0,0,0,0,0,0,0,0,0,13,16,0,0,0,0,0,0,0,2
0,0,0,20,0,0,0,0,0,0,0,0,0,36,22,0,0,0,0,0,0,0,0,0,38,27,0,0,0,0,0,0,0,0,0,36,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,20,0,0,0,0,0,0,0,0,0,12,16,0,0,0,0,0,0,0,0,0,15,17,0,0,0,0,0,0,0,0,0,52,17,0,0,0,0,0,0,0,0,0,19,13,0,0,0,0,0,0,0,0,0,1,6,0,0,0,0,0,0,0,0,0,20,20,0,0,0,0,0,0,0,0,0,37,20,0,0,0,0,0,0,0,0,0,8,9,0,0,0,0,0,0,0,2
0,0,0,6,0,0,0,0,0,0,0,0,0,24,38,0,0,0,0,0,0,0,0,0,25,30,0,0,0,0,0,0,0,0,0,33,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,24,0,0,0,0,0,0,0,0,0,13,16,0,0,0,0,0,0,0,0,0,12,19,0,0,0,0,0,0,0,0,0,57,2,0,0,0,0,0,0,0,0,0,4,16,0,0,0,0,0,0,0,0,0,8,12,0,0,0,0,0,0,0,0,0,15,9,0,0,0,0,0,0,0,0,0,36,16,0,0,0,0,0,0,0,0,0,11,1,0,0,0,0,0,0,0,2
0,0,0,11,0,0,0,0,0,0,0,0,0,38,21,0,0,0,0,0,0,0,0,0,27,40,0,0,0,0,0,0,0,0,0,36,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,25,0,0,0,0,0,0,0,0,0,12,17,0,0,0,0,0,0,0,0,0,18,20,0,0,0,0,0,0,0,0,0,50,11,0,0,0,0,0,0,0,0,0,16,3,0,0,0,0,0,0,0,0,0,1,18,0,0,0,0,0,0,0,0,0,8,14,0,0,0,0,0,0,0,0,0,37,27,0,0,0,0,0,0,0,0,0,16,8,0,0,0,0,0,0,0,2
0,0,0,19,0,0,0,0,0,0,0,0,0,35,38,0,0,0,0,0,0,0,0,0,40,37,0,0,0,0,0,0,0,0,0,26,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,23,0,0,0,0,0,0,0,0,0,11,10,0,0,0,0,0,0,0,0,0,12,13,0,0,0,0,0,0,0,0,0,52,11,0,0,0,0,0,0,0,0,0,6,11,0,0,0,0,0,0,0,0,0,2,18,0,0,0,0,0,0,0,0,0,2,15,0,0,0,0,0,0,0,0,0,31,14,0,0,0,0,0,0,0,0,0,14,20,0,0,0,0,0,0,0,2
0,0,0,18,0,0,0,0,0,0,0,0,0,23,31,0,0,0,0,0,0,0,0,0,25,32,0,0,0,0,0,0,0,0,0,30,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,32,0,0,0,0,0,0,0,0,0,13,16,0,0,0,0,0,0,0,0,0,14,16,0,0,0,0,0,0,0,0,0,42,5,0,0,0,0,0,0,0,0,0,20,14,0,0,0,0,0,0,0,0,0,2,7,0,0,0,0,0,0,0,0,0,8,7,0,0,0,0,0,0,0,0,0,21,19,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,2
0,0,0,3,0,0,0,0,0,0,0,0,0,21,23,0,0,0,0,0,0,0,0,0,25,23,0,0,0,0,0,0,0,0,0,25,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,11,0,0,0,0,0,0,0,0,0,18,19,0,0,0,0,0,0,0,0,0,19,20,0,0,0,0,0,0,0,0,0,59,6,0,0,0,0,0,0,0,0,0,8,1,0,0,0,0,0,0,0,0,0,14,14,0,0,0,0,0,0,0,0,0,10,12,0,0,0,0,0,0,0,0,0,34,40,0,0,0,0,0,0,0,0,0,12,12,0,0,0,0,0,0,0,2
0,0,3,0,0,0,0,0,0,0,0,0,0,22,0,10,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,32,0,11,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,31,0,31,0,0,0,0,0,0,0,0,5,0,20,0,0,0,0,0,0,0,0,23,0,38,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,9,0,33,0,0,0,0,0,0,0,0,4,0,20,0,0,0,0,0,0,0,0,17,0,13,0,0,0,0,0,0,0,0,23,0,16,0,0,0,0,0,0,0,0,12,0,21,0,0,0,0,0,0,3
0,0,8,0,0,0,0,0,0,0,0,0,0,37,0,25,0,0,0,0,0,0,0,0,5,0,19,0,0,0,0,0,0,0,0,28,0,14,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,25,0,27,0,0,0,0,0,0,0,0,4,0,2,0,0,0,0,0,0,0,0,35,0,29,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,9,0,16,0,0,0,0,0,0,0,0,7,0,4,0,0,0,0,0,0,0,0,20,0,40,0,0,0,0,0,0,0,0,18,0,29,0,0,0,0,0,0,0,0,18,0,40,0,0,0,0,0,0,3
0,0,2,0,0,0,0,0,0,0,0,0,0,27,0,26,0,0,0,0,0,0,0,0,11,0,1,0,0,0,0,0,0,0,0,30,0,18,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,35,0,35,0,0,0,0,0,0,0,0,9,0,2,0,0,0,0,0,0,0,0,29,0,23,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,7,0,21,0,0,0,0,0,0,0,0,20,0,19,0,0,0,0,0,0,0,0,16,0,11,0,0,0,0,0,0,0,0,29,0,39,0,0,0,0,0,0,0,0,11,0,39,0,0,0,0,0,0,3
0,0,10,0,0,0,0,0,0,0,0,0,0,19,0,40,0,0,0,0,0,0,0,0,3,0,2,0,0,0,0,0,0,0,0,31,0,41,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,25,0,23,0,0,0,0,0,0,0,0,20,0,2,0,0,0,0,0,0,0,0,23,0,39,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,9,0,25,0,0,0,0,0,0,0,0,20,0,10,0,0,0,0,0,0,0,0,11,0,38,0,0,0,0,0,0,0,0,15,0,54,0,0,0,0,0,0,0,0,2,0,21,0,0,0,0,0,0,3
0,0,4,0,0,0,0,0,0,0,0,0,0,39,0,38,0,0,0,0,0,0,0,0,20,0,1,0,0,0,0,0,0,0,0,13,0,52,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,24,0,25,0,0,0,0,0,0,0,0,6,0,13,0,0,0,0,0,0,0,0,24,0,16,0,0,0,0,0,0,0,0,39,0,0,0,0,0,0,0,0,0,0,4,0,13,0,0,0,0,0,0,0,0,6,0,2,0,0,0,0,0,0,0,0,7,0,27,0,0,0,0,0,0,0,0,12,0,29,0,0,0,0,0,0,0,0,18,0,29,0,0,0,0,0,0,3
0,0,6,0,0,0,0,0,0,0,0,0,0,34,0,34,0,0,0,0,0,0,0,0,19,0,3,0,0,0,0,0,0,0,0,36,0,33,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,45,0,14,0,0,0,0,0,0,0,0,18,0,18,0,0,0,0,0,0,0,0,10,0,37,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,10,0,12,0,0,0,0,0,0,0,0,20,0,3,0,0,0,0,0,0,0,0,5,0,33,0,0,0,0,0,0,0,0,35,0,20,0,0,0,0,0,0,0,0,14,0,31,0,0,0,0,0,0,3
0,0,7,0,0,0,0,0,0,0,0,0,0,13,0,38,0,0,0,0,0,0,0,0,15,0,20,0,0,0,0,0,0,0,0,17,0,78,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,54,0,23,0,0,0,0,0,0,0,0,20,0,10,0,0,0,0,0,0,0,0,39,0,19,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,4,0,21,0,0,0,0,0,0,0,0,9,0,6,0,0,0,0,0,0,0,0,20,0,13,0,0,0,0,0,0,0,0,28,0,58,0,0,0,0,0,0,0,0,6,0,19,0,0,0,0,0,0,3
0,0,10,0,0,0,0,0,0,0,0,0,0,37,0,37,0,0,0,0,0,0,0,0,13,0,13,0,0,0,0,0,0,0,0,16,0,60,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,45,0,16,0,0,0,0,0,0,0,0,5,0,2,0,0,0,0,0,0,0,0,11,0,20,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,8,0,23,0,0,0,0,0,0,0,0,9,0,16,0,0,0,0,0,0,0,0,17,0,39,0,0,0,0,0,0,0,0,38,0,39,0,0,0,0,0,0,0,0,11,0,23,0,0,0,0,0,0,3
0,0,5,0,0,0,0,0,0,0,0,0,0,28,0,39,0,0,0,0,0,0,0,0,9,0,1,0,0,0,0,0,0,0,0,21,0,10,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,23,0,14,0,0,0,0,0,0,0,0,9,0,3,0,0,0,0,0,0,0,0,38,0,35,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,17,0,35,0,0,0,0,0,0,0,0,6,0,5,0,0,0,0,0,0,0,0,13,0,33,0,0,0,0,0,0,0,0,16,0,22,0,0,0,0,0,0,0,0,5,0,29,0,0,0,0,0,0,3
0,0,2,0,0,0,0,0,0,0,0,0,0,39,0,21,0,0,0,0,0,0,0,0,12,0,10,0,0,0,0,0,0,0,0,13,0,25,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,15,0,12,0,0,0,0,0,0,0,0,17,0,16,0,0,0,0,0,0,0,0,17,0,30,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,20,0,39,0,0,0,0,0,0,0,0,10,0,2,0,0,0,0,0,0,0,0,6,0,28,0,0,0,0,0,0,0,0,25,0,51,0,0,0,0,0,0,0,0,13,0,32,0,0,0,0,0,0,3
0,0,3,0,0,0,0,0,0,0,0,0,0,31,0,12,0,0,0,0,0,0,0,0,19,0,7,0,0,0,0,0,0,0,0,11,0,42,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,57,0,29,0,0,0,0,0,0,0,0,1,0,12,0,0,0,0,0,0,0,0,21,0,19,0,0,0,0,0,0,0,0,39,0,0,0,0,0,0,0,0,0,0,4,0,33,0,0,0,0,0,0,0,0,8,0,4,0,0,0,0,0,0,0,0,13,0,12,0,0,0,0,0,0,0,0,14,0,26,0,0,0,0,0,0,0,0,19,0,14,0,0,0,0,0,0,3
0,0,9,0,0,0,0,0,0,0,0,0,0,22,0,11,0,0,0,0,0,0,0,0,8,0,13,0,0,0,0,0,0,0,0,30,0,32,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,35,0,32,0,0,0,0,0,0,0,0,7,0,6,0,0,0,0,0,0,0,0,36,0,36,0,0,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,12,0,32,0,0,0,0,0,0,0,0,15,0,14,0,0,0,0,0,0,0,0,10,0,18,0,0,0,0,0,0,0,0,25,0,13,0,0,0,0,0,0,0,0,16,0,17,0,0,0,0,0,0,3
0,0,10,0,0,0,0,0,0,0,0,0,0,21,0,30,0,0,0,0,0,0,0,0,10,0,16,0,0,0,0,0,0,0,0,30,0,31,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,25,0,20,0,0,0,0,0,0,0,0,16,0,8,0,0,0,0,0,0,0,0,14,0,15,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,7,0,20,0,0,0,0,0,0,0,0,10,0,9,0,0,0,0,0,0,0,0,4,0,25,0,0,0,0,0,0,0,0,18,0,55,0,0,0,0,0,0,0,0,18,0,30,0,0,0,0,0,0,3
0,0,4,0,0,0,0,0,0,0,0,0,0,24,0,31,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,16,0,44,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,59,0,11,0,0,0,0,0,0,0,0,13,0,12,0,0,0,0,0,0,0,0,33,0,17,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,11,0,26,0,0,0,0,0,0,0,0,8,0,10,0,0,0,0,0,0,0,0,18,0,35,0,0,0,0,0,0,0,0,11,0,18,0,0,0,0,0,0,0,0,1,0,10,0,0,0,0,0,0,3
0,0,4,0,0,0,0,0,0,0,0,0,0,20,0,30,0,0,0,0,0,0,0,0,7,0,6,0,0,0,0,0,0,0,0,13,0,62,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,41,0,12,0,0,0,0,0,0,0,0,10,0,19,0,0,0,0,0,0,0,0,19,0,28,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,3,0,39,0,0,0,0,0,0,0,0,5,0,19,0,0,0,0,0,0,0,0,3,0,28,0,0,0,0,0,0,0,0,29,0,35,0,0,0,0,0,0,0,0,7,0,35,0,0,0,0,0,0,3
0,0,6,0,0,0,0,0,0,0,0,0,0,12,0,13,0,0,0,0,0,0,0,0,12,0,3,0,0,0,0,0,0,0,0,21,0,15,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,17,0,25,0,0,0,0,0,0,0,0,16,0,18,0,0,0,0,0,0,0,0,21,0,36,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,4,0,22,0,0,0,0,0,0,0,0,6,0,1,0,0,0,0,0,0,0,0,2,0,15,0,0,0,0,0,0,0,0,33,0,30,0,0,0,0,0,0,0,0,9,0,15,0,0,0,0,0,0,3
0,0,4,0,0,0,0,0,0,0,0,0,0,11,0,23,0,0,0,0,0,0,0,0,2,0,11,0,0,0,0,0,0,0,0,17,0,78,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,37,0,34,0,0,0,0,0,0,0,0,1,0,8,0,0,0,0,0,0,0,0,21,0,21,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,11,0,17,0,0,0,0,0,0,0,0,19,0,2,0,0,0,0,0,0,0,0,12,0,18,0,0,0,0,0,0,0,0,31,0,36,0,0,0,0,0,0,0,0,12,0,10,0,0,0,0,0,0,3
0,0,6,0,0,0,0,0,0,0,0,0,0,21,0,36,0,0,0,0,0,0,0,0,12,0,12,0,0,0,0,0,0,0,0,21,0,73,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,48,0,33,0,0,0,0,0,0,0,0,7,0,17,0,0,0,0,0,0,0,0,30,0,28,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,7,0,25,0,0,0,0,0,0,0,0,10,0,2,0,0,0,0,0,0,0,0,13,0,18,0,0,0,0,0,0,0,0,18,0,48,0,0,0,0,0,0,0,0,4,0,10,0,0,0,0,0,0,3
0,0,7,0,0,0,0,0,0,0,0,0,0,22,0,30,0,0,0,0,0,0,0,0,9,0,4,0,0,0,0,0,0,0,0,33,0,52,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,58,0,25,0,0,0,0,0,0,0,0,1,0,20,0,0,0,0,0,0,0,0,36,0,21,0,0,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,5,0,39,0,0,0,0,0,0,0,0,17,0,6,0,0,0,0,0,0,0,0,12,0,28,0,0,0,0,0,0,0,0,10,0,47,0,0,0,0,0,0,0,0,20,0,35,0,0,0,0,0,0,3
